index,Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover
196558,2020-02-06 00:00:11.346,-1701415171955441647,,78.91.156.207,NO,-,-,224,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 ( like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36,Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,false,false
196559,2020-02-06 00:00:18.822,1803656883423027341,,84.208.212.129,NO,Rogaland,Stavanger,41164,Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 ( like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298,Opera Mobile 52.1.2254,Android 13.0,mobile,True,false,false
196560,2020-02-06 00:00:21.854,-4324475583306591935,,10.0.98.8,IN,Karnataka,Bengaluru,45916,Mozilla/5.0  (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 ( like Gecko Chrome/84.0.4147.105 Mobile Safari/537.36 PHX/6.7,Chrome Mobile 84.0.4147,Android 5.5.1,mobile,False,false,false
196561,2020-02-06 00:00:24.070,8289896512674318201,,176.107.152.150,PL,Mazovia,Warsaw,205727,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36 OppoBrowser,Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,false,false
196562,2020-02-06 00:00:26.065,-4324475583306591935,,43.243.213.1,IN,Maharashtra,Bhiwandi,132996,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 ( like Gecko Version/4.0 Web Explorer/2.9.1 Chrome/80.0.3987.149 Mobile Safari/537.36,Chrome Mobile WebView 80.0.3987,iOS 11.2.6,mobile,False,false,false
196563,2020-02-06 00:00:26.848,-4324475583306591935,,10.3.189.165,MD,Anenii Noi,Chirca,9199,Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36Snapchat11.1.0.66 (moto g 5G plus; Android 10#d3e0b#29; gzip,Chrome Mobile WebView 85.0.4183,Android 2.2,mobile,False,false,false
196564,2020-02-06 00:00:36.622,-4324475583306591935,,152.93.114.137,NO,Rogaland,Sandnes,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) play Build/PPYS29.105-134-12 AppleWebKit/537.36 ( like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36,Chrome Mobile 81.0.4044,iOS 13.4,mobile,False,false,false
196565,2020-02-06 00:00:38.528,-4324475583306591935,,152.93.114.137,NO,Rogaland,Sandnes,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) play Build/PPYS29.105-134-12 AppleWebKit/537.36 ( like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36,Chrome Mobile 81.0.4044,iOS 13.4,mobile,False,false,false
196566,2020-02-06 00:00:40.846,-4324475583306591935,,152.93.90.175,NO,Rogaland,Jorpeland,29695,Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/80.0.3987.149 Mobile DuckDuckGo/5 Safari/537.36,Chrome Mobile WebView 80.0.3987,Android 4.1,mobile,False,false,false
196567,2020-02-06 00:00:46.866,-4324475583306591935,,84.234.176.92,NO,Oslo County,Oslo,29695,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 ( like Gecko) Chrome/69.0.3497.17.19.100 Safari/537.36,Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,False,false,false
196568,2020-02-06 00:01:03.059,-4324475583306591935,,113.21.64.223,IN,West Bengal,Kolkata,45775,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Plus Build/NPS26.116-61; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/80.0.3987.162 Mobile Safari/537.36,Chrome Mobile WebView 80.0.3987,iOS 11.2.6,mobile,False,false,false
196569,2020-02-06 00:01:05.070,-4324475583306591935,,10.2.44.32,BR,Parana,Sarandi,500194,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36Snapchat11.1.1.66 (S52; Android 9#LTE_D0201121.E_S52_0.021.01#28; gzip,Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,false,false
196570,2020-02-06 00:01:05.676,-4324475583306591935,,113.21.64.223,IN,West Bengal,Kolkata,45775,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Plus Build/NPS26.116-61; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/80.0.3987.162 Mobile Safari/537.36,Chrome Mobile WebView 80.0.3987,iOS 11.2.6,mobile,False,false,false
196571,2020-02-06 00:01:07.695,-4324475583306591935,,10.0.181.226,BD,Dhaka Division,Kushtia,262582,Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 ( like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14,Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,false,false
196572,2020-02-06 00:01:12.372,-4324475583306591935,,103.51.59.250,IN,West Bengal,Kolkata,45775,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1618 variation/193362,Firefox 20.0.0.1618,iOS 11.2.6,mobile,False,false,false
196573,2020-02-06 00:01:18.847,-4324475583306591935,,113.21.64.223,IN,West Bengal,Kolkata,45775,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Plus Build/NPS26.116-61; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/80.0.3987.162 Mobile Safari/537.36,Chrome Mobile WebView 80.0.3987,iOS 11.2.6,mobile,False,false,false
196574,2020-02-06 00:01:20.703,-3387244046358876027,,37.191.134.21,NO,Oslo County,Oslo,57963,Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36Snapchat11.1.1.66 (SM-A320FL; Android 8.0.0#A320FLXXS7CTFK#26; gzip,Chrome Mobile WebView 85.0.4183,Android 2.2,mobile,False,false,false
196575,2020-02-06 00:01:28.661,-4324475583306591935,,113.21.64.223,IN,West Bengal,Kolkata,45775,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Plus Build/NPS26.116-61; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/80.0.3987.162 Mobile Safari/537.36,Chrome Mobile WebView 80.0.3987,iOS 11.2.6,mobile,False,false,false
196576,2020-02-06 00:01:31.047,-4324475583306591935,,152.93.110.37,NO,Rogaland,Sandnes,29695,Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 ( like Gecko Version/4.0 Mobile Safari/533.1 variation/294298,Android 2.3.3.2672,iOS 7.1,tablet,False,false,false
196577,2020-02-06 00:01:33.644,466087738442493024,,46.250.201.30,NO,Rogaland,Haugesund,28824,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Build/NDQS26.69-64-11-2; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36,Chrome Mobile WebView 85.0.4183,iOS 13.4,mobile,True,false,false
196578,2020-02-06 00:01:54.993,-4324475583306591935,,10.3.189.165,MD,Anenii Noi,Chirca,9199,Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36Snapchat11.1.0.66 (moto g 5G plus; Android 10#d3e0b#29; gzip,Chrome Mobile WebView 85.0.4183,Android 2.2,mobile,False,false,false
196580,2020-02-06 00:02:21.361,-1383630353297938883,,152.93.114.137,NO,Rogaland,Sandnes,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) play Build/PPYS29.105-134-12 AppleWebKit/537.36 ( like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36,Chrome Mobile 81.0.4044,iOS 13.4,mobile,False,false,false
196581,2020-02-06 00:02:28.905,-4324475583306591935,,43.247.17.149,PH,-,-,59322,Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Build/NDQS26.69-64-11-16 AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36,Chrome Mobile WebView 85.0.4183,Android 4.1,mobile,False,false,false
196582,2020-02-06 00:02:31.194,-4324475583306591935,,46.21.96.240,GB,-,-,43948,Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 ( like Gecko Chrome/72.0.3626.89.81 Safari/537.36,Chrome 72.0.3626.89,Android 4.1,mobile,False,false,false
196583,2020-02-06 00:02:31.862,-794887241811997125,,170.39.76.233,US,-,-,393398,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/81.0.4044.111 Mobile Safari/537.36 wkbrowser 4.6.79 1911181 js 5.1.1 newfocus lng=en,Chrome Mobile WebView 81.0.4044,iOS 11.2.6,mobile,False,false,false
196584,2020-02-06 00:02:33.219,-4324475583306591935,,24.55.37.22,US,Texas,Austin,11427,Mozilla/5.0  (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/537.36 ( like Gecko Chrome/80.0.3987.3058.3070.162 Mobile Safari/537.36 OPT/2.3,Chrome Mobile 80.0.3987.3058.3070,iOS 13.1.3,mobile,False,false,false
196585,2020-02-06 00:02:40.774,-4324475583306591935,,43.247.17.149,PH,-,-,59322,Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Build/NDQS26.69-64-11-16 AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36,Chrome Mobile WebView 85.0.4183,Android 4.1,mobile,False,false,false
196586,2020-02-06 00:02:48.125,-4324475583306591935,,91.216.61.130,UA,Donetsk Oblast,Kostyantynivka,50981,Mozilla/5.0  (Linux; U; Android 2.2) Build/NCQ26.69-48; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36,Chrome Mobile WebView 85.0.4183,Android 2.2,mobile,False,false,false
196587,2020-02-06 00:02:49.204,-4324475583306591935,,46.212.53.165,NO,Viken,Aremark,41164,Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 ( like Gecko Version/4.0 Mobile Safari/533.1 variation/277457,Android 2.3.3.2672,iOS 7.1,mobile,False,false,false
196588,2020-02-06 00:02:53.335,-4324475583306591935,,110.93.24.17,KR,-,-,17845,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) optimo maxx(XT1955DL Build/PPOS29.114-134-16; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36,Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,false,false
196589,2020-02-06 00:02:55.650,8289896512674318201,,176.107.152.150,PL,Mazovia,Warsaw,205727,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36 OppoBrowser,Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,True,false,false
196590,2020-02-06 00:02:58.027,-4324475583306591935,,185.95.227.70,IT,Lombardy,Santa Giuletta,198399,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) supra AppleWebKit/537.36 ( like Gecko Chrome/81.0.4044.1934.117 Mobile Safari/537.36 variation/233214,Chrome Mobile 81.0.4044.1934,iOS 13.4,mobile,False,false,false
196591,2020-02-06 00:02:59.041,-4324475583306591935,,10.0.181.182,AR,-,-,262582,Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 ( like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14,Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,false,false
