index,Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover
343538,2020-02-08 00:00:01.038,1956170478442215220,,193.160.35.76,NO,-,-,206993,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20081407 Firefox/20.0.0.1618 variation/193370,Firefox 20.0.0.1618,iOS 11.2.6,mobile,True,False,False
343539,2020-02-08 00:00:03.372,-4324475583306591935,,81.166.154.41,NO,Rogaland,Stavanger,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 ( like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,False,False,False
343540,2020-02-08 00:00:07.118,-4324475583306591935,,81.166.136.237,NO,Rogaland,Tjelta,29695,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_5 like Mac OS X) AppleWebKit/605.1.15 ( like Gecko) Mobile/15E148 [TNMOBILE/iOS 2.13.0]",Mobile Safari UI/WKWebView ,iOS 12.5,mobile,False,False,False
343541,2020-02-08 00:00:08.825,-4625790381267706542,,194.36.189.15,AU,-,-,60117,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/535.19 ( like Gecko Chrome/18.0.1025.2885.166 Mobile Safari/535.19",Chrome Mobile 18.0.1025.2885,Android 6.0.99,mobile,True,False,False
343542,2020-02-08 00:00:12.710,-6875363906344265106,,81.166.154.41,NO,Rogaland,Stavanger,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 ( like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,False
343543,2020-02-08 00:00:13.168,4869301470840295124,,46.212.30.70,NO,Viken,Nesodden,41164,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 ( like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,False,False
343544,2020-02-08 00:00:18.487,1750320619934566069,,146.185.214.213,TR,-,-,202422,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 ( like Gecko Chrome/81.0.4044.2140.111 Mobile Safari/537.36 PHX/5.6",Chrome Mobile 81.0.4044.2140,iOS 11.2.6,mobile,True,False,False
343545,2020-02-08 00:00:26.787,3526005212369446123,,10.0.58.241,NO,-,-,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1618 variation/289859,Firefox 20.0.0.1618,iOS 11.2.6,tablet,True,False,False
343546,2020-02-08 00:00:34.598,-20605243382078622,467.0,37.191.199.20,NO,Oslo County,Oslo,57963,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20081407 Firefox/20.0.0.1618 variation/193375,Firefox 20.0.0.1618,iOS 11.2.6,mobile,True,False,False
343547,2020-02-08 00:00:38.455,-4324475583306591935,,95.164.143.35,US,Wyoming,Cheyenne,54903,"Mozilla/5.0  (Linux; Android 5.5.1; CHM-U01) AppleWebKit/533.1 ( like Gecko Version/4.0 Mobile Safari/533.1 variation/69486",Android 2.2.2,Android 5.5.1,mobile,False,False,False
343548,2020-02-08 00:00:39.294,-4324475583306591935,,10.2.144.153,ID,-,-,24527,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Plus Build/NMA26.42-113 AppleWebKit/537.36 ( like Gecko Chrome/63.0.3239.111 Mobile Safari/537.36 variation/43369",Chrome Mobile 63.0.3239,Android 4.1,mobile,False,False,False
343549,2020-02-08 00:00:39.818,-4324475583306591935,,10.0.253.94,BR,Rio Grande do Norte,Ipueira,500169,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) play AppleWebKit/537.36 ( like Gecko Chrome/81.0.4044.1934.117 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1934,iOS 11.2.6,mobile,False,False,False
343550,2020-02-08 00:00:40.560,-6518413372631059788,,80.202.207.46,NO,Trøndelag,Kattem,15659,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 ( like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,False
343551,2020-02-08 00:00:44.723,7555120736481871918,,84.48.1.150,NO,Innlandet,Dombås,15659,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1618 (Chrome,Firefox 20.0.0.1618,iOS 11.2.6,mobile,True,False,False
343552,2020-02-08 00:00:46.609,7490703548600742802,,84.209.71.186,NO,Viken,As,41164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 ( like Gecko) Chrome/87.0.4280.67 Safari/537.36 Edg/87.0.664.52",Edge 87.0.664,Mac OS X 10.14.6,desktop,False,False,False
343553,2020-02-08 00:00:48.369,-4324475583306591935,,45.130.53.45,US,Texas,Dallas,398986,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 ( like Gecko Chrome/80.0.3987.99 Mobile Safari/537.36 PHX/5.1 variation/149951",Chrome Mobile 80.0.3987,iOS 11.2.6,mobile,False,True,False
