index,Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover
121411,2020-02-05 00:00:07.152,-4324475583306591935,487.0,158.248.74.5,NO,Oslo County,Oslo,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 ( like Gecko Version/4.0 Rocket/2.5.1(20468 Chrome/85.0.4183.101 Mobile Safari/537.36,Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,false,false
121412,2020-02-05 00:00:17.540,-4324475583306591935,,131.255.141.158,IL,-,-,28604,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36,Chrome Mobile WebView 85.0.4183,iOS 13.4,mobile,False,false,false
121413,2020-02-05 00:00:20.939,-7192121761918819568,,92.221.0.8,NO,Rogaland,Stavanger,29695,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 ( like Gecko) Chrome/86.0.4202.0 Safari/537.36,Chrome 86.0.4202,Mac OS X 10.14.6,desktop,True,false,false
121416,2020-02-05 00:00:31.840,-4324475583306591935,,170.39.78.74,US,-,-,393398,Mozilla/5.0  (Linux; Android 9.7 Tiger Ginger; QMobile i12) Gecko/20100101 Firefox/20.0.0.1656 variation/128800,Firefox 20.0.0.1656,Android 9.7,mobile,False,false,false
121417,2020-02-05 00:00:35.666,-4324475583306591935,,93.89.234.80,TR,-,-,51557,Mozilla/5.0  (Linux; Android 5.5.1; CHM-U01) Build/NDQS26.69-23-2-3; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36,Chrome Mobile WebView 80.0.3987,Android 5.5.1,mobile,False,false,false
121418,2020-02-05 00:00:36.721,9140051228291971166,,80.203.58.29,NO,Viken,Moss,15659,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 ( like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36,Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,false,false
121419,2020-02-05 00:00:38.645,-4719557882085803204,,95.164.132.174,US,Wyoming,Cheyenne,54903,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) supra AppleWebKit/537.36 ( like Gecko Chrome/81.0.4044.1943.66 Mobile Safari/537.36,Chrome Mobile 81.0.4044.1943,iOS 11.2.6,mobile,True,false,false
121420,2020-02-05 00:00:39.911,5189178288397085158,,89.162.66.75,NO,Nordland,Ornes,29695,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 ( like Gecko) Chrome/86.0.4202.0 Safari/537.36,Chrome 86.0.4202,Mac OS X 10.14.6,desktop,True,false,false
121421,2020-02-05 00:00:42.233,-3933163950876590867,,10.0.81.58,PL,Mazovia,Adampol,205727,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Plus Build/OPS28.85-17-6-2; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36,Chrome Mobile WebView 87.0.4280,iOS 11.2.6,mobile,True,false,false
121422,2020-02-05 00:00:48.116,-4977472993046249151,,109.247.186.131,NO,Agder,Kristiansand,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Build/NDQS26.69-64-5; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36,Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,True,false,false
