index,Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover
0,2020-02-03 12:43:30.772,-4324475583306591935,,10.0.65.171,NO,-,-,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1618 (Chrome variation/248113,Firefox 20.0.0.1618,iOS 13.4,mobile,False,false,false
1,2020-02-03 12:43:43.549,-4324475583306591935,,194.87.207.6,AU,-,-,60117,Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 ( like Gecko Chrome/46.0.2490.76 Mobile Safari/537.36 Browser,Chrome Mobile 46.0.2490,Android 4.1,mobile,False,false,false
2,2020-02-03 12:43:55.873,-3284137479262433373,,81.167.144.58,NO,Vestland,Urangsvag,29695,Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 ( like Gecko Version/4.0 Mobile Safari/533.1 variation/277457,Android 2.3.3.2672,iOS 7.1,mobile,True,false,false
3,2020-02-03 12:43:56.180,-4324475583306591935,,170.39.78.152,US,-,-,393398,Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Build/OPS27.82-19-4; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36,Chrome Mobile WebView 85.0.4183,Android 4.1,mobile,False,false,false
6,2020-02-03 12:44:07.893,7246533443898239661,,80.202.228.214,NO,-,-,15659,Mozilla/5.066704189 Mozilla/5.0  (X11; CrOS x86_64 13020.67.3) AppleWebKit/537.36 ( like Gecko Chrome/69.0.3497.17.19.81 Safari/537.36,Chrome 69.0.3497.17.19,Chrome OS 13020.67.3,desktop,True,false,false
7,2020-02-03 12:44:12.799,-3243978724802435038,,170.39.78.177,US,-,-,393398,Mozilla/5.0 (Linux; Android 10.0.99; H30-U10) AppleWebKit/537.36 ( like Gecko) Chrome/81.0.4044.1931.96 Mobile Safari/537.36 variation/14113,Chrome Mobile 81.0.4044.1931,Android 10.0.99,mobile,False,false,false
8,2020-02-03 12:44:17.474,8076000552587369902,,10.0.61.212,NO,-,-,29695,Mozilla/5.0 (Linux; U; Android 7.1.2; en-gb; Redmi 4A Build/N2G47H) AppleWebKit/537.36 ( like Gecko) Version/4.0 Chrome/71.0.3578.141 Mobile Safari/537.36 XiaoMi/MiuiBrowser/12.6.5-go,MiuiBrowser 12.6.5,Android 7.1.2,mobile,False,false,false
9,2020-02-03 12:44:19.071,-3065936140549856249,,92.221.109.162,NO,Rogaland,Sandnes,29695,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 ( like Gecko) Chrome/69.0.3497.17.28.92 Safari/537.36,Chrome 69.0.3497.17.28,Mac OS X 10.14.6,desktop,True,false,false
10,2020-02-03 12:44:19.260,5932501938287412564,,84.48.61.135,NO,-,-,15659,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 ( like Gecko) Chrome/86.0.4202.0 Safari/537.36,Chrome 86.0.4202,Mac OS X 10.14.6,desktop,True,false,false
11,2020-02-03 12:44:24.849,-9080829243863829585,,156.52.48.83,NO,Viken,Gressvik,29695,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 ( like Gecko) Chrome/79.0.3945.192.203.88 Safari/537.36,Chrome 79.0.3945.192.203,Mac OS X 10.14.6,desktop,True,false,false
