index,Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover
406771,2020-02-09 00:00:05.255,-939439946693545329,,79.160.70.248,NO,Rogaland,Stavanger,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Plus AppleWebKit/537.36 ( like Gecko Chrome/80.0.3987.162 Mobile Safari/537.36 variation/149964",Chrome Mobile 80.0.3987,iOS 11.2.6,mobile,True,False,False
406772,2020-02-09 00:00:06.072,-4324475583306591935,,103.252.4.189,IN,Maharashtra,Thane,132996,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 ( like Gecko Chrome/81.0.4044.1934.42 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1934,iOS 11.2.6,mobile,False,False,False
406773,2020-02-09 00:00:06.094,-4324475583306591935,,81.167.214.144,NO,Vestfold og Telemark,Kragero,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) play AppleWebKit/537.36 ( like Gecko Chrome/81.0.4044.1934.117 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1934,iOS 11.2.6,mobile,False,False,False
406774,2020-02-09 00:00:10.512,3215478566156796765,,10.3.220.201,UA,Kyiv Oblast,Obukhiv,51743,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Build/NCQ26.69-48; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,False,False
406775,2020-02-09 00:00:11.248,8477198542455395386,,79.161.29.218,NO,Viken,Heggedal,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 ( like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,False,False,False
406776,2020-02-09 00:00:13.014,-4324475583306591935,,109.247.32.229,NO,Viken,Honefoss,29695,"Mozilla/5.0  (Linux; Android 8.1; LT950 PRO Build/MRA58K; wv) AppleWebKit/533.1 ( like Gecko Version/4.0 Mobile Safari/533.1 variation/126060",Android 2.3.6,Android 8.1,mobile,False,False,False
406777,2020-02-09 00:00:13.690,-6130489205599348933,,84.210.23.31,NO,Viken,Greaker,41164,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_5 like Mac OS X) Build/NDQS26.69-64-8; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/87.0.4280.2259.101 Mobile Safari/537.36",Chrome Mobile WebView 87.0.4280.2259,iOS 13.5,tablet,True,False,False
406778,2020-02-09 00:00:16.585,-4324475583306591935,,10.2.176.160,BR,Parana,Santa Tereza do Oeste,500019,"Mozilla/5.0  (X11; CrOS armv7l 12105.100.0) AppleWebKit/537.36 ( like Gecko Chrome/72.0.3626.105 Safari/537.36",Chrome 72.0.3626,Chrome OS 12105.100.0,desktop,False,False,False
406779,2020-02-09 00:00:17.840,3184422857567355832,,89.162.102.102,NO,Nordland,Bodø,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 ( like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,False,False,False
406780,2020-02-09 00:00:20.659,-939439946693545329,,79.160.70.248,NO,Rogaland,Stavanger,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Plus AppleWebKit/537.36 ( like Gecko Chrome/80.0.3987.162 Mobile Safari/537.36 variation/149964",Chrome Mobile 80.0.3987,iOS 11.2.6,mobile,True,False,False
406781,2020-02-09 00:00:21.346,-5779599481655025657,,109.247.32.229,NO,Viken,Honefoss,29695,"Mozilla/5.0  (Linux; Android 8.1; LT950 PRO Build/MRA58K; wv) AppleWebKit/533.1 ( like Gecko Version/4.0 Mobile Safari/533.1 variation/126060",Android 2.3.6,Android 8.1,mobile,True,False,False
406782,2020-02-09 00:00:35.575,-8282125538524236627,,103.224.183.55,AU,-,-,133618,Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) Gecko/20150101 Firefox/20.0.0.1650 (Chrome,Firefox 20.0.0.1650,Android 6.0.99,mobile,True,False,False
406783,2020-02-09 00:00:50.569,-2665243162452988975,,139.164.155.102,NO,Vestfold og Telemark,Sandefjord,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 ( like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,False
406784,2020-02-09 00:00:54.332,-4324475583306591935,,158.248.231.72,NO,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Build/NDQS26.69-64-11-2; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 13.4,mobile,False,False,False
406785,2020-02-09 00:00:56.047,-4324475583306591935,,10.0.181.178,BD,Dhaka Division,Mirkadim,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 ( like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False
406786,2020-02-09 00:00:56.106,-4324475583306591935,474.0,84.208.115.251,NO,Oslo County,Oslo,41164,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 ( like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,False,False,False
406787,2020-02-09 00:00:57.159,-4324475583306591935,,10.0.151.70,NO,-,-,207464,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 ( like Gecko Chrome/81.0.4044.1934.138 Mobile Safari/537.36 PHX/5.8",Chrome Mobile 81.0.4044.1934,Android 6.0.99,mobile,False,False,False
406788,2020-02-09 00:01:00.449,-4324475583306591935,,49.50.251.205,NZ,-,-,24466,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36Snapchat11.8.1.32 (SM-A217F; Android 10#A217FXXU2ATG5#29; gzip",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,False,False
406789,2020-02-09 00:01:01.155,9017017706772503540,596.0,84.209.174.231,NO,Oslo County,Oslo,41164,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 ( like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,False,False
406790,2020-02-09 00:01:05.495,-1330437011155025364,,10.2.114.159,FR,North,Roubaix,500160,"Mozilla/5.0  (Linux; Android 5.5.1; CHM-U01) plus Build/PPIS29.65-51-7; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [TNMOBILE/Android 2.8.0]",Chrome Mobile WebView 85.0.4183,Android 5.5.1,mobile,False,False,False
406791,2020-02-09 00:01:10.140,-5622253999204319213,,37.97.37.203,NO,-,-,29695,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 ( like Gecko Chrome/79.0.3945.192.203.130 Safari/537.36 RuxitSynthetic/1.0 v4974799895 t8347097904287973985",Chrome 79.0.3945.192.203,Chrome OS 5978.98.0,desktop,True,False,False
406792,2020-02-09 00:01:15.858,475093207884820673,,10.4.23.134,ES,-,-,136258,Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Gecko/20150101 Firefox/20.0.0.1618 (Chrome variation/64705,Firefox 20.0.0.1618,Android 4.1,mobile,True,False,False
406793,2020-02-09 00:01:17.730,-4324475583306591935,,66.68.198.115,US,Texas,Greenville,11427,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 ( like Gecko Chrome/81.0.4044.117 Mobile Safari/537.36 PHX/6.2 variation/151247",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,False,False,False
406794,2020-02-09 00:01:21.065,1704767671618223091,,84.208.223.9,NO,Rogaland,Stavanger,41164,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 ( like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,False,False,False
406795,2020-02-09 00:01:27.029,-4989897302377434004,,178.16.72.141,NO,Nordland,Bodø,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Build/PKQ1.190522.001; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,False,False
406796,2020-02-09 00:01:45.928,-528743797582238276,,176.100.6.186,UA,Kyiv City,Kyiv,57422,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 ( like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
406797,2020-02-09 00:01:46.405,2471169795611769864,,10.0.9.89,US,Washington,Bothell,54903,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Plus AppleWebKit/537.36 ( like Gecko Chrome/81.0.4044.111 Mobile Safari/537.36 variation/151759",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,True,True,False
406798,2020-02-09 00:01:48.005,475093207884820673,,10.4.23.134,ES,-,-,136258,Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Gecko/20150101 Firefox/20.0.0.1618 (Chrome variation/64705,Firefox 20.0.0.1618,Android 4.1,mobile,True,False,False
406799,2020-02-09 00:01:51.792,-9039093891681083265,,158.149.55.131,NO,-,-,29492,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 ( like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,False
406800,2020-02-09 00:01:57.188,-4324475583306591935,,158.248.231.72,NO,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Build/NDQS26.69-64-11-2; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 13.4,mobile,False,False,False
406801,2020-02-09 00:01:58.617,-4324475583306591935,,146.120.170.160,UA,Ternopil Oblast,Monastyryska,43309,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 PHX/4.0",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,False,False
406802,2020-02-09 00:02:01.376,3714910728047683667,,79.161.48.128,NO,Vestland,Agotnes,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 ( like Gecko) Chrome/86.0.4202.0 Safari/537.36",Chrome 86.0.4202,Mac OS X 10.14.6,desktop,True,False,False
406803,2020-02-09 00:02:03.759,3525188370674777924,,37.97.10.251,NO,-,-,29695,"Mozilla/5.0  (iPad; U; CPU OS 4_2_1 like Mac OS X; en-us) AppleWebKit/530.17 ( like Gecko Version/4.0 Mobile Safari/530.17 variation/276563",Android 2.0.0.2427,iOS 4.2.1,mobile,False,False,False
406804,2020-02-09 00:02:07.246,-939439946693545329,,79.160.70.248,NO,Rogaland,Stavanger,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Plus AppleWebKit/537.36 ( like Gecko Chrome/80.0.3987.162 Mobile Safari/537.36 variation/149964",Chrome Mobile 80.0.3987,iOS 11.2.6,mobile,False,False,False
406805,2020-02-09 00:02:13.983,-4324475583306591935,,190.115.8.128,BR,-,-,52468,"Mozilla/5.0 (X11; CrOS x86_64 13099.19.0) AppleWebKit/537.36 ( like Gecko) Chrome/84.0.4147.340.33 Safari/537.36",Chrome 84.0.4147.340,Chrome OS 13099.19.0,desktop,False,False,False
406806,2020-02-09 00:02:17.425,-8113605113419986885,,152.93.134.234,NO,Rogaland,Sandnes,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 SamsungBrowser/CrossApp/0.1.89",Chrome Mobile WebView 85.0.4183,iOS 13.4,mobile,True,False,False
406807,2020-02-09 00:02:19.334,-2321155600508390838,,103.241.47.253,IN,Gujarat,Jamnagar,45916,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 ( like Gecko Version/4.0 XNX Browser/1.0.0 Chrome/85.0.4183.101 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 13.4,mobile,True,False,False
406808,2020-02-09 00:02:28.255,-4324475583306591935,,103.214.137.205,IN,West Bengal,Kolkata,45775,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 ( like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,False,False,False
406809,2020-02-09 00:02:34.484,-4324475583306591935,,91.231.9.86,PL,Lublin,Krasnik,198393,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 ( like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 PHX/6.4 variation/152196",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,False,False,False
406810,2020-02-09 00:02:41.036,-3662320088629574589,,92.221.237.124,NO,Agder,Kristiansand,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 ( like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,False
406811,2020-02-09 00:02:52.789,-4324475583306591935,,10.4.23.134,ES,-,-,136258,Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Gecko/20150101 Firefox/20.0.0.1618 (Chrome variation/64705,Firefox 20.0.0.1618,Android 4.1,mobile,False,False,False
406812,2020-02-09 00:02:57.776,-4324475583306591935,,158.248.231.72,NO,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Build/NDQS26.69-64-11-2; wv AppleWebKit/537.36 ( like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 13.4,mobile,False,False,False
